trace_name,source_id,source_origin_time,source_latitude_deg,source_longitude_deg,source_depth_km,station_code,trace_p_arrival_time,trace_s_arrival_time
5312a7c3-0ba8-450e-bf51-5b90d9c7deeb_TJTJ,5312a7c3-0ba8-450e-bf51-5b90d9c7deeb,2020-07-24T06:18:04.270000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T06:18:05.863818Z
5312a7c3-0ba8-450e-bf51-5b90d9c7deeb_OTIS,5312a7c3-0ba8-450e-bf51-5b90d9c7deeb,2020-07-24T06:18:04.270000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T06:18:05.759669Z,
2ddb6d0d-7f6c-4314-86f3-84580078396e_TJTJ,2ddb6d0d-7f6c-4314-86f3-84580078396e,2020-07-24T07:30:00.255000Z,-77.293876,-100.482228,3.14,TJTJ,,2020-07-24T07:30:01.833643Z
2ddb6d0d-7f6c-4314-86f3-84580078396e_OTIS,2ddb6d0d-7f6c-4314-86f3-84580078396e,2020-07-24T07:30:00.255000Z,-77.293876,-100.482228,3.14,OTIS,2020-07-24T07:30:01.728142Z,
fc18dc90-9049-451f-a5c7-b67287697ad2_TJTJ,fc18dc90-9049-451f-a5c7-b67287697ad2,2020-07-24T08:28:26.370000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T08:28:27.950924Z
fc18dc90-9049-451f-a5c7-b67287697ad2_OTIS,fc18dc90-9049-451f-a5c7-b67287697ad2,2020-07-24T08:28:26.370000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T08:28:27.843134Z,
29bf70d0-326b-4fee-bf48-eb3bdce69e22_TJTJ,29bf70d0-326b-4fee-bf48-eb3bdce69e22,2020-07-24T09:28:40.930000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T09:28:42.515805Z
29bf70d0-326b-4fee-bf48-eb3bdce69e22_OTIS,29bf70d0-326b-4fee-bf48-eb3bdce69e22,2020-07-24T09:28:40.930000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T09:28:42.409566Z,
b3ddb7fb-5d17-4202-ad2f-10b9b3088c85_TJTJ,b3ddb7fb-5d17-4202-ad2f-10b9b3088c85,2020-07-24T10:30:09.365000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T10:30:10.957859Z
b3ddb7fb-5d17-4202-ad2f-10b9b3088c85_OTIS,b3ddb7fb-5d17-4202-ad2f-10b9b3088c85,2020-07-24T10:30:09.365000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-24T10:30:10.853500Z,
10f3e667-41cb-4fa9-9e26-e7262aa4ea11_TJTJ,10f3e667-41cb-4fa9-9e26-e7262aa4ea11,2020-07-24T11:28:20.420000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T11:28:22.008575Z
10f3e667-41cb-4fa9-9e26-e7262aa4ea11_OTIS,10f3e667-41cb-4fa9-9e26-e7262aa4ea11,2020-07-24T11:28:20.420000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T11:28:21.902675Z,
0f5c0be2-a960-4996-9c99-7900e6192588_TJTJ,0f5c0be2-a960-4996-9c99-7900e6192588,2020-07-24T12:39:24.115000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T12:39:25.709337Z
0f5c0be2-a960-4996-9c99-7900e6192588_OTIS,0f5c0be2-a960-4996-9c99-7900e6192588,2020-07-24T12:39:24.115000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-24T12:39:25.603733Z,
dc420460-f1c9-429d-938d-5a638ff7819a_TJTJ,dc420460-f1c9-429d-938d-5a638ff7819a,2020-07-24T13:35:00.795000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T13:35:02.376229Z
dc420460-f1c9-429d-938d-5a638ff7819a_OTIS,dc420460-f1c9-429d-938d-5a638ff7819a,2020-07-24T13:35:00.795000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T13:35:02.270244Z,
c216ef00-f8ef-403c-adb7-0669ed01a815_TJTJ,c216ef00-f8ef-403c-adb7-0669ed01a815,2020-07-24T14:06:46.995000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T14:06:48.583684Z
c1bb9f4d-ed80-45ea-835d-d7840f62dd9d_TJTJ,c1bb9f4d-ed80-45ea-835d-d7840f62dd9d,2020-07-24T14:55:48.180000Z,-77.294102,-100.480196,3.15,TJTJ,,2020-07-24T14:55:49.765970Z
c1bb9f4d-ed80-45ea-835d-d7840f62dd9d_OTIS,c1bb9f4d-ed80-45ea-835d-d7840f62dd9d,2020-07-24T14:55:48.180000Z,-77.294102,-100.480196,3.15,OTIS,2020-07-24T14:55:49.659421Z,
294910ba-ae5b-4e19-8ec4-46e44db6ab17_TJTJ,294910ba-ae5b-4e19-8ec4-46e44db6ab17,2020-07-24T15:25:18.875000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T15:25:20.466118Z
7275735d-dff7-456b-895a-56eab1cb21a7_TJTJ,7275735d-dff7-456b-895a-56eab1cb21a7,2020-07-24T17:23:36.540000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T17:23:38.134665Z
7275735d-dff7-456b-895a-56eab1cb21a7_OTIS,7275735d-dff7-456b-895a-56eab1cb21a7,2020-07-24T17:23:36.540000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-24T17:23:38.028979Z,
4bbe313b-260d-44e1-9664-be05e626a9f3_TJTJ,4bbe313b-260d-44e1-9664-be05e626a9f3,2020-07-24T18:27:39.480000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T18:27:41.069346Z
4bbe313b-260d-44e1-9664-be05e626a9f3_OTIS,4bbe313b-260d-44e1-9664-be05e626a9f3,2020-07-24T18:27:39.480000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T18:27:40.963313Z,
6cd63535-3cc9-4dba-b494-3deec72bb944_TJTJ,6cd63535-3cc9-4dba-b494-3deec72bb944,2020-07-24T19:08:59.655000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-24T19:09:01.235788Z
dea286e2-3408-4a71-ba50-5eaf69e2c9b1_TJTJ,dea286e2-3408-4a71-ba50-5eaf69e2c9b1,2020-07-24T20:02:50.480000Z,-77.294102,-100.480196,3.15,TJTJ,,2020-07-24T20:02:52.074095Z
dea286e2-3408-4a71-ba50-5eaf69e2c9b1_OTIS,dea286e2-3408-4a71-ba50-5eaf69e2c9b1,2020-07-24T20:02:50.480000Z,-77.294102,-100.480196,3.15,OTIS,2020-07-24T20:02:51.970089Z,
f542c9a0-7bc8-4003-93fa-9bf8ba23c750_TJTJ,f542c9a0-7bc8-4003-93fa-9bf8ba23c750,2020-07-24T21:25:08.625000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-24T21:25:10.214915Z
f542c9a0-7bc8-4003-93fa-9bf8ba23c750_OTIS,f542c9a0-7bc8-4003-93fa-9bf8ba23c750,2020-07-24T21:25:08.625000Z,-77.293877,-100.48121,3.14,OTIS,2020-07-24T21:25:10.108895Z,
9968aba4-d6ef-45b2-889f-245becb5876a_TJTJ,9968aba4-d6ef-45b2-889f-245becb5876a,2020-07-24T23:29:21.960000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-24T23:29:23.540485Z
9968aba4-d6ef-45b2-889f-245becb5876a_OTIS,9968aba4-d6ef-45b2-889f-245becb5876a,2020-07-24T23:29:21.960000Z,-77.294101,-100.481213,3.14,OTIS,2020-07-24T23:29:23.435352Z,
34e406cd-12fb-4804-9a5f-0914a43fb325_TJTJ,34e406cd-12fb-4804-9a5f-0914a43fb325,2020-07-25T00:21:39.250000Z,-77.2941,-100.482231,3.13,TJTJ,,2020-07-25T00:21:40.837229Z
983e3e77-c5e7-4977-83bc-6ff975aa817e_TJTJ,983e3e77-c5e7-4977-83bc-6ff975aa817e,2020-07-25T01:45:14.435000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-25T01:45:16.025164Z
0b0d9cbd-1dd7-46e8-8bdb-a2c69da302ca_TJTJ,0b0d9cbd-1dd7-46e8-8bdb-a2c69da302ca,2020-07-25T02:51:03.085000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-25T02:51:04.672753Z
46edd12a-7154-4527-a84a-280fbfbd1c65_DEEJ,46edd12a-7154-4527-a84a-280fbfbd1c65,2020-07-25T02:58:02.330000Z,-77.282468,-100.462745,1.95,DEEJ,,2020-07-25T02:58:04.627491Z
46edd12a-7154-4527-a84a-280fbfbd1c65_ELZA,46edd12a-7154-4527-a84a-280fbfbd1c65,2020-07-25T02:58:02.330000Z,-77.282468,-100.462745,1.95,ELZA,,2020-07-25T02:58:04.252789Z
46edd12a-7154-4527-a84a-280fbfbd1c65_LILA,46edd12a-7154-4527-a84a-280fbfbd1c65,2020-07-25T02:58:02.330000Z,-77.282468,-100.462745,1.95,LILA,,2020-07-25T02:58:05.407538Z
46edd12a-7154-4527-a84a-280fbfbd1c65_OTIS,46edd12a-7154-4527-a84a-280fbfbd1c65,2020-07-25T02:58:02.330000Z,-77.282468,-100.462745,1.95,OTIS,,2020-07-25T02:58:04.779958Z
46edd12a-7154-4527-a84a-280fbfbd1c65_SQIG,46edd12a-7154-4527-a84a-280fbfbd1c65,2020-07-25T02:58:02.330000Z,-77.282468,-100.462745,1.95,SQIG,,2020-07-25T02:58:05.797676Z
39f5dac5-e396-4513-b614-2a9b8ed8d3f0_TJTJ,39f5dac5-e396-4513-b614-2a9b8ed8d3f0,2020-07-25T03:42:43.200000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-25T03:42:44.794016Z
f06fb84e-ef1c-46b7-bcc9-3f7e42c5120b_TJTJ,f06fb84e-ef1c-46b7-bcc9-3f7e42c5120b,2020-07-25T04:40:24.230000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-25T04:40:25.810160Z
6a68f8a0-a183-4501-9fa1-1ffb837052d3_TJTJ,6a68f8a0-a183-4501-9fa1-1ffb837052d3,2020-07-25T05:31:07.255000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-25T05:31:08.834477Z
4b98b723-d26e-4b1b-9be7-1c8b10073b14_TJTJ,4b98b723-d26e-4b1b-9be7-1c8b10073b14,2020-07-25T05:59:12.810000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-25T05:59:14.375778Z
a44e5067-2163-48ee-8713-cd09712c4db1_TJTJ,a44e5067-2163-48ee-8713-cd09712c4db1,2020-07-25T07:10:29.535000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-25T07:10:31.106285Z
2b3c65c3-1321-4f0a-9a60-e2afeb62bdda_TJTJ,2b3c65c3-1321-4f0a-9a60-e2afeb62bdda,2020-07-25T08:46:24.065000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-25T08:46:25.650904Z
6985f007-567c-4b78-996c-4412ac34a69d_TJTJ,6985f007-567c-4b78-996c-4412ac34a69d,2020-07-25T09:40:35.040000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-25T09:40:36.623001Z
913feee2-db39-43b7-baa4-ddd29769abc0_DEEJ,913feee2-db39-43b7-baa4-ddd29769abc0,2020-07-25T10:36:53.240000Z,-77.293877,-100.48121,3.14,DEEJ,2020-07-25T10:36:54.756912Z,
913feee2-db39-43b7-baa4-ddd29769abc0_TJTJ,913feee2-db39-43b7-baa4-ddd29769abc0,2020-07-25T10:36:53.240000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-25T10:36:54.832254Z
eec86b40-ffcd-4038-9b0a-f9f927a7f8a5_TJTJ,eec86b40-ffcd-4038-9b0a-f9f927a7f8a5,2020-07-25T11:39:19.135000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-25T11:39:20.722543Z
f1876dd2-28ec-40ce-a601-fc2cefa1d5a8_TJTJ,f1876dd2-28ec-40ce-a601-fc2cefa1d5a8,2020-07-25T12:43:17.900000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-25T12:43:19.486276Z
326b514e-ee79-4caf-bef4-78ce3ed53182_TJTJ,326b514e-ee79-4caf-bef4-78ce3ed53182,2020-07-25T13:58:53.170000Z,-77.293876,-100.482228,3.13,TJTJ,,2020-07-25T13:58:54.749423Z
eb72f709-d4a3-4a74-9170-0acfae0d5102_TJTJ,eb72f709-d4a3-4a74-9170-0acfae0d5102,2020-07-25T14:48:26.540000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-25T14:48:28.124608Z
204b9dd7-b10e-4d2e-8f89-f73846f459b5_TJTJ,204b9dd7-b10e-4d2e-8f89-f73846f459b5,2020-07-25T16:14:23.935000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-25T16:14:25.517539Z
082014c0-3170-4138-8cdf-981c2078d7ed_TJTJ,082014c0-3170-4138-8cdf-981c2078d7ed,2020-07-25T16:58:45.920000Z,-77.2941,-100.482231,3.13,TJTJ,,2020-07-25T16:58:47.507633Z
53cbaf15-5221-4b5a-b27a-51e70cb5ba88_TJTJ,53cbaf15-5221-4b5a-b27a-51e70cb5ba88,2020-07-25T18:19:28.410000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-25T18:19:30.001546Z
93b9db77-1c31-4d64-9c68-a94ea35a44e8_TJTJ,93b9db77-1c31-4d64-9c68-a94ea35a44e8,2020-07-25T19:56:51.085000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-25T19:56:52.678118Z
3de2dc7a-f540-4968-bc9f-d42376d79d70_TJTJ,3de2dc7a-f540-4968-bc9f-d42376d79d70,2020-07-26T12:19:31.360000Z,-77.294101,-100.481213,3.13,TJTJ,,2020-07-26T12:19:32.942051Z
ec349ab4-0581-4170-9aa0-940af9d291c8_TJTJ,ec349ab4-0581-4170-9aa0-940af9d291c8,2020-07-26T13:17:34.440000Z,-77.2941,-100.482231,3.14,TJTJ,,2020-07-26T13:17:36.029063Z
17317f51-14f6-403b-a9d0-8bea3e172d9b_TJTJ,17317f51-14f6-403b-a9d0-8bea3e172d9b,2020-07-26T14:21:42.915000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-26T14:21:44.498088Z
bb58689f-b930-4121-8c42-a16c9d88ce21_TJTJ,bb58689f-b930-4121-8c42-a16c9d88ce21,2020-07-26T16:04:09.150000Z,-77.293876,-100.483246,3.13,TJTJ,,2020-07-26T16:04:10.746681Z
bd40cdca-7ad6-4ce1-8a42-fa41cd1fb3b1_TJTJ,bd40cdca-7ad6-4ce1-8a42-fa41cd1fb3b1,2020-07-26T16:55:27.565000Z,-77.293876,-100.482228,3.12,TJTJ,,2020-07-26T16:55:29.155949Z
bd40cdca-7ad6-4ce1-8a42-fa41cd1fb3b1_OTIS,bd40cdca-7ad6-4ce1-8a42-fa41cd1fb3b1,2020-07-26T16:55:27.565000Z,-77.293876,-100.482228,3.12,OTIS,,2020-07-26T16:55:30.435115Z
de297411-3517-40fe-9ad5-928065dfc7ea_TJTJ,de297411-3517-40fe-9ad5-928065dfc7ea,2020-07-27T07:22:37.155000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-27T07:22:38.752795Z
d65884a0-bbdd-4828-b3e4-344b95194752_TJTJ,d65884a0-bbdd-4828-b3e4-344b95194752,2020-07-27T08:14:02.885000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-27T08:14:04.465952Z
dae5ea6c-9f29-44c5-89f4-c35871edf4ea_TJTJ,dae5ea6c-9f29-44c5-89f4-c35871edf4ea,2020-07-27T12:00:54.375000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-27T12:00:55.962146Z
83cbc430-5ee8-4ee4-8d70-2d7dc2127609_TJTJ,83cbc430-5ee8-4ee4-8d70-2d7dc2127609,2020-07-27T17:10:09.060000Z,-77.293877,-100.48121,3.17,TJTJ,,2020-07-27T17:10:10.656599Z
84772fa6-41ba-4f1e-8ca9-d50717d81803_TJTJ,84772fa6-41ba-4f1e-8ca9-d50717d81803,2020-07-28T15:22:29.835000Z,-77.293878,-100.480193,3.25,TJTJ,,2020-07-28T15:22:31.477323Z
6c2f18d5-67f1-4d30-902a-71f06d9ca475_TJTJ,6c2f18d5-67f1-4d30-902a-71f06d9ca475,2020-07-28T18:06:14.295000Z,-77.2941,-100.482231,3.13,TJTJ,,2020-07-28T18:06:15.874767Z
796c425f-549f-4a56-8470-822958209d58_TJTJ,796c425f-549f-4a56-8470-822958209d58,2020-07-28T19:33:02.390000Z,-77.2941,-100.482231,3.13,TJTJ,,2020-07-28T19:33:03.981143Z
eb23675c-17f7-4e53-8c0e-f365d6784080_DEEJ,eb23675c-17f7-4e53-8c0e-f365d6784080,2020-07-28T21:04:25.365000Z,-77.293877,-100.48121,3.16,DEEJ,2020-07-28T21:04:26.905947Z,
eb23675c-17f7-4e53-8c0e-f365d6784080_TJTJ,eb23675c-17f7-4e53-8c0e-f365d6784080,2020-07-28T21:04:25.365000Z,-77.293877,-100.48121,3.16,TJTJ,,2020-07-28T21:04:26.960395Z
e4223c32-6a63-4b63-b8ad-fefa9340d405_TJTJ,e4223c32-6a63-4b63-b8ad-fefa9340d405,2020-07-28T22:07:36.555000Z,-77.293877,-100.48121,3.13,TJTJ,,2020-07-28T22:07:38.138665Z
fcf12d90-85d6-42d8-9a64-5dbefe125323_TJTJ,fcf12d90-85d6-42d8-9a64-5dbefe125323,2020-07-28T23:09:46.485000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-28T23:09:48.071069Z
c76dcf21-3372-4858-8c6d-a325a9aeabf0_TJTJ,c76dcf21-3372-4858-8c6d-a325a9aeabf0,2020-07-29T00:02:12.940000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-29T00:02:14.524038Z
19fc4bf7-0245-4f2f-a582-3bc44990d415_TJTJ,19fc4bf7-0245-4f2f-a582-3bc44990d415,2020-07-29T00:44:34.215000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-29T00:44:35.805791Z
0f151787-7c51-47b2-bf11-4de7ff9dedd2_TJTJ,0f151787-7c51-47b2-bf11-4de7ff9dedd2,2020-07-29T01:21:16.700000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-29T01:21:18.285709Z
bcbbacb7-f989-4333-8bf9-97a1ce3710c3_TJTJ,bcbbacb7-f989-4333-8bf9-97a1ce3710c3,2020-07-29T02:18:47.105000Z,-77.294325,-100.481217,3.14,TJTJ,,2020-07-29T02:18:48.685834Z
5c3c271a-fb4d-44ff-9314-18d5458b27a0_TJTJ,5c3c271a-fb4d-44ff-9314-18d5458b27a0,2020-07-29T03:15:06.850000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-29T03:15:08.435625Z
3f827d9f-5324-4648-8e7b-e851e9f5be0b_TJTJ,3f827d9f-5324-4648-8e7b-e851e9f5be0b,2020-07-29T04:26:38.730000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-29T04:26:40.310725Z
d3de6b01-675c-4d45-bbd6-438fddc1fd1f_TJTJ,d3de6b01-675c-4d45-bbd6-438fddc1fd1f,2020-07-29T05:35:50.815000Z,-77.293877,-100.48121,3.15,TJTJ,,2020-07-29T05:35:52.397253Z
03423e04-6ec9-4e50-baee-5d55f820bf73_TJTJ,03423e04-6ec9-4e50-baee-5d55f820bf73,2020-07-29T06:39:31.400000Z,-77.293878,-100.480193,3.16,TJTJ,,2020-07-29T06:39:32.981808Z
6aa0cfc8-7ff3-4456-87bd-ab1e49fb9e0a_TJTJ,6aa0cfc8-7ff3-4456-87bd-ab1e49fb9e0a,2020-07-29T07:22:56.940000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-29T07:22:58.532075Z
f7d67190-db97-4892-8ad3-85812543c2a4_TJTJ,f7d67190-db97-4892-8ad3-85812543c2a4,2020-07-29T08:20:36.710000Z,-77.2941,-100.482231,3.14,TJTJ,,2020-07-29T08:20:38.300927Z
f40f0cbd-2bab-48b0-a4f4-56dc9ed88592_TJTJ,f40f0cbd-2bab-48b0-a4f4-56dc9ed88592,2020-07-29T09:34:19.040000Z,-77.293876,-100.482228,3.14,TJTJ,,2020-07-29T09:34:20.621376Z
a6c626a9-9b6a-47aa-9111-c42bb51c6b7a_TJTJ,a6c626a9-9b6a-47aa-9111-c42bb51c6b7a,2020-07-29T10:57:39.825000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-29T10:57:41.413892Z
17ad2106-1dc8-4247-ad6e-95316edb12ea_DEEJ,17ad2106-1dc8-4247-ad6e-95316edb12ea,2020-07-29T12:07:46.100000Z,-77.294101,-100.481213,3.15,DEEJ,2020-07-29T12:07:47.605846Z,
17ad2106-1dc8-4247-ad6e-95316edb12ea_TJTJ,17ad2106-1dc8-4247-ad6e-95316edb12ea,2020-07-29T12:07:46.100000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-29T12:07:47.685706Z
70cf16ec-5ad0-4006-a87f-17107a001cb4_TJTJ,70cf16ec-5ad0-4006-a87f-17107a001cb4,2020-07-29T13:13:00.060000Z,-77.2941,-100.482231,3.14,TJTJ,,2020-07-29T13:13:01.652797Z
dbb5dcf2-8e8b-4f0c-9912-ecc9437e7b62_TJTJ,dbb5dcf2-8e8b-4f0c-9912-ecc9437e7b62,2020-07-29T14:10:56.925000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-29T14:10:58.509710Z
04ef8df6-df9c-4b93-bf0b-dfd5ce982c89_TJTJ,04ef8df6-df9c-4b93-bf0b-dfd5ce982c89,2020-07-29T15:30:25.975000Z,-77.2941,-100.482231,3.14,TJTJ,,2020-07-29T15:30:27.565238Z
41849787-dd05-43e2-b5de-dd8c2e2b97b1_TJTJ,41849787-dd05-43e2-b5de-dd8c2e2b97b1,2020-07-29T16:56:05.760000Z,-77.294101,-100.481213,3.15,TJTJ,,2020-07-29T16:56:07.356866Z
3ea0ba0c-9c73-4925-8895-56a22d1a6afa_TJTJ,3ea0ba0c-9c73-4925-8895-56a22d1a6afa,2020-07-29T18:55:17.035000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-29T18:55:18.624030Z
2a0163d0-ef26-4e8a-89a5-d4d5c8b710fa_TJTJ,2a0163d0-ef26-4e8a-89a5-d4d5c8b710fa,2020-07-29T22:28:59.930000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-29T22:29:01.515685Z
6ce2777b-489c-47c4-a1fe-a4681d6b2998_TJTJ,6ce2777b-489c-47c4-a1fe-a4681d6b2998,2020-07-29T23:36:15.740000Z,-77.293877,-100.48121,3.14,TJTJ,,2020-07-29T23:36:17.322321Z
b83dd6b8-20d5-48d8-bba8-92e51b072a15_TJTJ,b83dd6b8-20d5-48d8-bba8-92e51b072a15,2020-07-30T00:54:45.720000Z,-77.294101,-100.481213,3.14,TJTJ,,2020-07-30T00:54:47.307405Z
bff2a0bd-1542-41b8-8b81-5d030a2f1e15_FRST,bff2a0bd-1542-41b8-8b81-5d030a2f1e15,2020-07-08T16:43:10.595000Z,-76.557691,-103.452127,1.86,FRST,2020-07-08T16:43:12.886714Z,
bff2a0bd-1542-41b8-8b81-5d030a2f1e15_WICH,bff2a0bd-1542-41b8-8b81-5d030a2f1e15,2020-07-08T16:43:10.595000Z,-76.557691,-103.452127,1.86,WICH,,2020-07-08T16:43:13.087596Z
f9165f33-b6de-4ad6-a0be-b606a5d8d78f_WICH,f9165f33-b6de-4ad6-a0be-b606a5d8d78f,2020-07-08T17:19:46.035000Z,-76.557493,-103.453624,1.87,WICH,2020-07-08T17:19:47.314745Z,
f9a21d96-d38c-4b9d-91f5-bff597090574_FRST,f9a21d96-d38c-4b9d-91f5-bff597090574,2020-07-11T18:07:35.205000Z,-76.616539,-103.31936,1.58,FRST,,2020-07-11T18:07:36.884332Z
3fa3f47b-f2e1-4aa8-ad7b-92b5407e5d51_JULA,3fa3f47b-f2e1-4aa8-ad7b-92b5407e5d51,2020-07-13T01:07:59.540000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T01:08:00.547302Z
4847e69a-ef7a-4a60-b9f0-75b8b68ec486_JULA,4847e69a-ef7a-4a60-b9f0-75b8b68ec486,2020-07-13T01:19:25.190000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T01:19:26.180040Z
8f686c3c-b693-4816-95b2-457729f3d124_JULA,8f686c3c-b693-4816-95b2-457729f3d124,2020-07-13T01:32:17.030000Z,-76.557691,-103.452127,1.85,JULA,,2020-07-13T01:32:18.047656Z
86750c14-72dd-4c41-85d4-5533e49ca888_JULA,86750c14-72dd-4c41-85d4-5533e49ca888,2020-07-13T01:46:03.935000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T01:46:04.931771Z
bf9fb451-a9b3-45cb-9d35-e382d77e9ea4_JULA,bf9fb451-a9b3-45cb-9d35-e382d77e9ea4,2020-07-13T01:58:51.175000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T01:58:52.166600Z
86827a7f-d597-469a-aefb-c8bf03be4544_JULA,86827a7f-d597-469a-aefb-c8bf03be4544,2020-07-13T02:11:54.550000Z,-76.557503,-103.452855,1.86,JULA,,2020-07-13T02:11:55.575074Z
107698fd-9627-4d50-bf46-2e46dee3fc1b_JULA,107698fd-9627-4d50-bf46-2e46dee3fc1b,2020-07-13T02:25:42.500000Z,-76.557691,-103.452127,1.84,JULA,,2020-07-13T02:25:43.499417Z
107698fd-9627-4d50-bf46-2e46dee3fc1b_DRSC,107698fd-9627-4d50-bf46-2e46dee3fc1b,2020-07-13T02:25:42.500000Z,-76.557691,-103.452127,1.84,DRSC,2020-07-13T02:25:43.947117Z,
21a9ee96-5a15-4d75-868d-1404ef2c786d_JULA,21a9ee96-5a15-4d75-868d-1404ef2c786d,2020-07-13T02:38:43.130000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T02:38:44.165638Z
7229f1f4-1692-40b4-a6fa-9d60f5cd6d36_JULA,7229f1f4-1692-40b4-a6fa-9d60f5cd6d36,2020-07-13T02:50:47.905000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T02:50:48.896125Z
07cf07cf-d5ca-466e-8331-ec0110b7c11e_JULA,07cf07cf-d5ca-466e-8331-ec0110b7c11e,2020-07-13T03:03:03.305000Z,-76.557493,-103.453624,1.86,JULA,,2020-07-13T03:03:04.296683Z
0d0f8653-5d12-4428-9888-7762d9bc85f5_JULA,0d0f8653-5d12-4428-9888-7762d9bc85f5,2020-07-13T03:16:36.850000Z,-76.557513,-103.452086,1.84,JULA,,2020-07-13T03:16:37.857124Z
97048962-95b0-4471-9916-4551cb5169bb_JULA,97048962-95b0-4471-9916-4551cb5169bb,2020-07-13T03:28:39.140000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T03:28:40.137696Z
f8e55e90-4a53-47de-8919-aa956ef27490_JULA,f8e55e90-4a53-47de-8919-aa956ef27490,2020-07-13T03:41:43.190000Z,-76.557691,-103.452127,1.85,JULA,,2020-07-13T03:41:44.196901Z
7b908317-4de8-472f-a7de-c2865d55d545_JULA,7b908317-4de8-472f-a7de-c2865d55d545,2020-07-13T03:55:03.810000Z,-76.557851,-103.453707,1.85,JULA,,2020-07-13T03:55:04.807096Z
0979e532-c0fd-41d9-bac7-0988eefd13d3_JULA,0979e532-c0fd-41d9-bac7-0988eefd13d3,2020-07-13T04:05:37.220000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T04:05:38.208292Z
9aa4a260-eb8d-43d5-bd58-3be671c2145f_JULA,9aa4a260-eb8d-43d5-bd58-3be671c2145f,2020-07-13T04:18:49.150000Z,-76.557503,-103.452855,1.85,JULA,,2020-07-13T04:18:50.144919Z
320fc596-6ae7-44cf-8fb8-23a18042ca8c_JULA,320fc596-6ae7-44cf-8fb8-23a18042ca8c,2020-07-13T04:30:48.625000Z,-76.557682,-103.452896,1.85,JULA,,2020-07-13T04:30:49.663573Z
